Season,Site,Test #,Full Date,Year,Month,Day,Hour,Minute,Total Counts,Live Time [Minutes],% Counts (A),% Counts (B),% Counts (C),% Counts (D),High Voltage,HV Duty Cycle,Air Temperature [Celsius],Relative Humidity [%],Leakage Current,Battery Voltage,Pump Current [mA],Flags Byte,Radon [pCi/L],Radon 2-Sigma Uncert. [pCi/L],Units Byte,Run #,Cycle #,C/A Count Ratio,Mode,Calculated Radon [Dpm/L],Calculated Radon 2-Sigma Uncert. [Dpm/L],Calculated Thoron [Dpm/L],Calculated Thoron 2-Sigma Uncert. [Dpm/L],Radon In Water [Dpm/L],Thoron In Water [Dpm/L],Water Temperature [Celsius],Meaningful Thoron Threshold (Air) [Dpm/L],Meaningful Thoron Threshold (Water) [Dpm/L],Total Counts (A),Total Counts (B),Total Counts (C),Total Counts (D),Total Counts (Other),Avg. CPM (A),Avg. CPM (B),Avg. CPM (C),Avg. CPM (D),Avg. CPM (Other)
Wet,Cabral,425,3/28/2022 18:27,22,3,28,18,27,232,4.4,54.3,0.4,42.3,0.4,2236,9,31.1,6,2,6.3,50,134,115.5698,22.50755,255,16,22,0.779,Sniff,255.2,,,,42.68,,29.3,,,,,,,,,,,,
Wet,Cabral,426,3/28/2022 18:32,22,3,28,18,32,224,4.4,50.5,1.8,43.3,1.4,2218,9,30.8,6,2,6.27,50,134,101.2427,21.38649,255,16,23,0.857,Sniff,226.6,,,,38.06,,29.2,,,,,,,,,,,,
Wet,Cabral,427,3/28/2022 18:37,22,3,28,18,37,219,4.4,53,0.9,43.8,0,2218,8,30.8,6,2,6.3,50,134,105.8032,21.55586,255,16,24,0.826,Sniff,237.6,,,,39.6,,29.3,,,,,,,,,,,,
Wet,Cabral,428,3/28/2022 18:42,22,3,28,18,42,210,4.4,46.7,1.9,48.1,0.5,2218,9,30.2,6,2,6.3,50,134,89.38549,19.97469,255,16,25,1.03,Sniff,198,,,,33.22,,29.2,,,,,,,,,,,,
Wet,Cabral,429,3/28/2022 18:47,22,3,28,18,47,239,4.4,53.2,1.7,43.9,0,2218,9,30.2,6,2,6.27,50,134,116.4871,22.58878,255,16,26,0.825,Sniff,259.6,,,,43.34,,29.3,,,,,,,,,,,,
Wet,Cabral,430,3/28/2022 18:53,22,3,28,18,53,217,4.4,50.7,0.5,44.7,0.9,2218,9,30.2,6,2,6.27,50,134,99.41855,21.12964,255,16,27,0.882,Sniff,222.2,,,,37.18,,29.3,,,,,,,,,,,,
Wet,Cabral,431,3/28/2022 18:58,22,3,28,18,58,230,4.4,48.3,0.4,48.3,0,2218,9,29.9,6,2,6.3,50,134,101.8115,21.24835,255,16,28,1,Sniff,226.6,,,,37.84,,29.3,,,,,,,,,,,,
Wet,Cabral,432,3/28/2022 19:03,22,3,28,19,3,221,4.4,45.7,1.4,49.8,0,2218,9,29.6,6,2,6.3,50,134,92.12177,20.24765,255,16,29,1.09,Sniff,206.8,,,,34.32,,29.4,,,,,,,,,,,,
Wet,Cabral,433,3/28/2022 19:08,22,3,28,19,8,237,4.4,47.7,1.3,47.3,0.9,2218,9,29.6,6,2,6.3,50,134,102.7287,21.42092,255,16,30,0.992,Sniff,228.8,,,,38.06,,29.3,,,,,,,,,,,,
Wet,Cabral,434,3/28/2022 19:13,22,3,28,19,13,212,4.4,46.2,1.4,50.5,0,2218,8,29.6,5,2,6.3,50,134,89.38549,19.97469,255,16,31,1.09,Sniff,198,,,,33.44,,29.3,,,,,,,,,,,,
Wet,Cabral,435,3/28/2022 19:18,22,3,28,19,18,219,4.4,44.3,1.4,51.6,0,2218,8,29.3,5,2,6.3,50,134,88.47338,19.88279,255,16,32,1.16,Sniff,198,,,,33,,29.4,,,,,,,,,,,,
Wet,Cabral,436,3/28/2022 19:23,22,3,28,19,23,202,4.4,43.6,1.5,51.5,1,2218,9,29.3,6,2,6.27,50,134,79.35242,19.13001,255,16,33,1.18,Sniff,178.2,,,,29.7,,29.3,,,,,,,,,,,,
Wet,Cabral,437,3/28/2022 19:28,22,3,28,19,28,225,4.4,43.1,0,53.3,0.5,2218,9,29.3,5,2,6.27,50,134,87.56128,19.88279,255,16,34,1.24,Sniff,198,,,,32.78,,29.3,,,,,,,,,,,,
Wet,Cabral,438,3/28/2022 19:33,22,3,28,19,33,213,4.4,43.2,2.4,51.7,0,2218,9,29.3,5,2,6.27,50,134,83.9129,19.41608,255,16,35,1.2,Sniff,198,,,,31.46,,29.2,,,,,,,,,,,,
Wet,Cabral,439,3/28/2022 19:38,22,3,28,19,38,200,4.4,45,1.5,49.5,1,2218,8,29,5,2,6.27,50,134,81.17662,19.32124,255,16,36,1.1,Sniff,176,,,,30.36,,29.3,,,,,,,,,,,,
Wet,Cabral,440,3/28/2022 19:43,22,3,28,19,43,198,4.4,37.9,0,59.6,0,2236,9,29,5,2,6.27,50,134,68.40725,17.72714,255,16,37,1.57,Sniff,154,,,,25.52,,29.4,,,,,,,,,,,,
Wet,Cabral,441,3/28/2022 19:48,22,3,28,19,48,197,4.5,40.6,2.6,50.8,0,2218,9,29,5,2,6.27,50,134,72.56235,18.14059,255,16,38,1.25,Sniff,160.6,,,,26.62,,29.3,,,,,,,,,,,,
Wet,Cabral,442,3/28/2022 19:53,22,3,28,19,53,226,4.4,40.7,1.3,55.8,0,2218,9,29,5,2,6.27,50,134,83.9129,19.41608,255,16,39,1.37,Sniff,198,,,,31.24,,29.3,,,,,,,,,,,,
Wet,Cabral,443,3/28/2022 19:58,22,3,28,19,58,213,4.4,42.7,1,52.1,0,2218,9,29,5,2,6.3,50,134,83.00081,19.32124,255,16,40,1.22,Sniff,176,,,,31.02,,29.3,,,,,,,,,,,,
Wet,Cabral,444,3/28/2022 20:03,22,3,28,20,3,203,4.4,33.5,0,60.6,0,2236,9,29,5,2,6.27,50,134,62.02258,16.97708,255,16,41,1.81,Sniff,138.6,,,,23.1,,29.3,,,,,,,,,,,,
Wet,Cabral,445,3/28/2022 20:08,22,3,28,20,8,176,4.5,40.4,0,54.6,1.7,2201,9,29,5,2,6.27,50,134,63.49207,17.31338,255,16,42,1.35,Sniff,138.6,,,,23.1,,29.3,,,,,,,,,,,,
Wet,Cabral,446,3/28/2022 20:13,22,3,28,20,13,190,4.5,43.2,1.1,53.2,0,2218,8,29,5,2,6.27,50,134,74.37642,18.34092,255,16,43,1.23,Sniff,162.8,,,,27.28,,29.3,,,,,,,,,,,,
Wet,Cabral,447,3/28/2022 20:18,22,3,28,20,18,168,4.5,37.5,0.6,56.6,0,2218,9,29,5,2,6.27,50,134,57.14285,16.32653,255,16,44,1.51,Sniff,125.4,,,,21.12,,29.3,,,,,,,,,,,,
Wet,Cabral,448,3/28/2022 20:23,22,3,28,20,23,149,4.5,36.3,0,59.7,0.7,2218,9,29,5,2,6.27,50,134,48.70899,15.18313,255,16,45,1.64,Sniff,107.8,,,,17.82,,29.3,,,,,,,,,,,,
Wet,Cabral,449,3/28/2022 20:28,22,3,28,20,28,173,4.5,42.2,0.6,53.8,0,2218,8,29,5,2,6.27,50,134,66.21315,17.41919,255,16,46,1.27,Sniff,145.2,,,,24.2,,29.4,,,,,,,,,,,,
Wet,Cabral,450,3/28/2022 20:33,22,3,28,20,33,163,4.5,38.7,1.2,57.1,0,2236,9,29,5,2,6.27,50,134,56.82715,16.23633,255,16,47,1.48,Sniff,125.4,,,,20.9,,29.3,,,,,,,,,,,,
Wet,Cabral,451,3/28/2022 20:38,22,3,28,20,38,157,4.5,42.7,0.6,52.9,0,2218,9,28.7,5,2,6.27,50,134,60.43523,16.68051,255,16,48,1.24,Sniff,134.2,,,,22.44,,29.3,,,,,,,,,,,,
Wet,Cabral,452,3/28/2022 20:43,22,3,28,20,43,150,4.5,38,1.3,58.7,0,2201,9,28.7,5,2,6.27,50,134,51.41505,15.54317,255,16,49,1.54,Sniff,114.4,,,,18.92,,29.4,,,,,,,,,,,,
Wet,Cabral,453,3/28/2022 20:48,22,3,28,20,48,160,4.5,38.1,0.6,58.1,0,2218,9,28.7,5,2,6.27,50,134,55.02312,16.00904,255,16,50,1.52,Sniff,121,,,,20.24,,29.4,,,,,,,,,,,,
Wet,Cabral,454,3/28/2022 20:53,22,3,28,20,53,152,4.5,36.9,2,56.6,2.6,2218,8,28.7,5,2,6.24,50,134,48.70899,15.54317,255,16,51,1.53,Sniff,107.8,,,,18.04,,29.4,,,,,,,,,,,,
Wet,Cabral,455,3/28/2022 20:58,22,3,28,20,58,158,4.5,34.2,2.5,58.9,0.6,2218,9,29,5,2,6.27,50,134,48.70899,15.18313,255,16,52,1.72,Sniff,107.8,,,,17.82,,29.2,,,,,,,,,,,,
Wet,Cabral,456,3/28/2022 21:03,22,3,28,21,3,114,4.5,29.8,3.5,64.9,0,2236,9,28.7,5,2,6.27,50,134,30.50012,12.40831,255,16,53,2.18,Sniff,68.2,,,,11.44,,29.3,,,,,,,,,,,,
Wet,Cabral,457,3/28/2022 21:08,22,3,28,21,8,148,4.5,24.3,2,68.3,1.4,2218,9,28.7,5,2,6.27,50,134,31.57064,12.77756,255,16,54,2.81,Sniff,70.4,,,,11.66,,29.1,,,,,,,,,,,,
Wet,Cabral,458,3/28/2022 21:13,22,3,28,21,13,123,4.5,24.4,1.6,71.6,0,2218,9,28.7,5,2,6.24,50,134,26.91187,11.78339,255,16,55,2.93,Sniff,59.4,,,,10.12,,29.1,,,,,,,,,,,,
Wet,Cabral,459,3/28/2022 21:18,22,3,28,21,18,117,4.5,32.5,0.9,61.6,1.7,2218,9,28.7,5,2,6.24,50,134,33.1913,12.99843,255,16,56,1.9,Sniff,72.6,,,,12.32,,28.9,,,,,,,,,,,,
Wet,Cabral,460,3/28/2022 21:23,22,3,28,21,23,137,4.5,33.6,0,62.8,0,2218,9,28.7,5,2,6.27,50,134,41.49285,14.17189,255,16,57,1.87,Sniff,92.4,,,,15.4,,29,,,,,,,,,,,,
Wet,Cabral,461,3/28/2022 21:28,22,3,28,21,28,118,4.5,38.1,0,58.5,0,2218,8,28.7,5,2,6.27,50,134,40.3678,13.96247,255,16,58,1.54,Sniff,90.2,,,,15.18,,29,,,,,,,,,,,,
Wet,Cabral,462,3/28/2022 21:33,22,3,28,21,33,108,4.5,32.4,2.8,61.1,0.9,2236,9,28.7,5,2,6.27,50,134,31.39718,12.55887,255,16,59,1.89,Sniff,68.2,,,,11.66,,29,,,,,,,,,,,,
Wet,Cabral,463,3/28/2022 21:38,22,3,28,21,38,111,4.5,25.2,0,72.1,0,2218,9,28.4,5,2,6.24,50,134,25.11774,11.45578,255,16,60,2.86,Sniff,55,,,,9.46,,29,,,,,,,,,,,,
Wet,Cabral,464,3/28/2022 21:43,22,3,28,21,43,97,4.5,27.8,1,70.1,1,2236,9,28.4,5,2,6.27,50,134,24.08833,11.22606,255,16,61,2.52,Sniff,52.8,,,,8.8,,29,,,,,,,,,,,,
Wet,Cabral,465,3/28/2022 21:48,22,3,28,21,48,74,4.5,21.6,0,75.7,0,2218,8,28.4,5,2,6.27,50,134,14.27456,9.141263,255,16,62,3.5,Sniff,31.9,,,,5.28,,29,,,,,,,,,,,,
Wet,Cabral,466,3/28/2022 21:53,22,3,28,21,53,83,4.5,16.9,0,81.9,0,2218,9,28.4,5,2,6.27,50,134,12.49024,8.694964,255,16,63,4.85,Sniff,27.94,,,,4.84,,28.8,,,,,,,,,,,,
Wet,Cabral,467,3/28/2022 21:58,22,3,28,21,58,69,4.6,21.8,1.5,73.9,0,2218,8,28.4,5,2,6.27,50,134,13.30967,8.873114,255,16,64,3.39,Sniff,29.26,,,,5.06,,28.7,,,,,,,,,,,,
Wet,Cabral,468,3/28/2022 22:03,22,3,28,22,3,77,4.5,22.1,2.6,72.7,0,2218,9,28.4,5,2,6.27,50,134,15.16672,9.35455,255,16,65,3.29,Sniff,33.88,,,,5.72,,28.8,,,,,,,,,,,,
Wet,Cabral,469,3/28/2022 22:08,22,3,28,22,8,69,4.6,17.4,0,76.8,0,2218,8,28.4,5,2,6.24,50,134,10.64774,8.173115,255,16,66,4.41,Sniff,23.54,,,,3.96,,28.7,,,,,,,,,,,,
Wet,Cabral,470,3/28/2022 22:13,22,3,28,22,13,61,4.6,24.6,1.7,67.2,4.9,2236,9,28.4,5,2,6.27,50,134,12.42236,9.091582,255,16,67,2.73,Sniff,25.96,,,,4.4,,28.6,,,,,,,,,,,,
Wet,Cabral,471,3/28/2022 22:18,22,3,28,22,18,69,4.6,18.9,1.5,73.9,1.5,2236,9,28.4,5,2,6.24,50,134,11.53505,8.414655,255,16,68,3.91,Sniff,24.42,,,,4.18,,28.6,,,,,,,,,,,,
Wet,Cabral,472,3/28/2022 22:23,22,3,28,22,23,72,4.5,26.4,0,70.8,1.4,2201,9,28.4,5,2,6.24,50,134,16.95104,9.764043,255,16,69,2.68,Sniff,36.74,,,,6.16,,28.5,,,,,,,,,,,,
Wet,Cabral,473,3/28/2022 22:28,22,3,28,22,28,65,4.6,30.8,0,69.2,0,2218,9,28.4,5,2,6.27,50,134,17.74623,9.906966,255,16,70,2.25,Sniff,39.16,,,,6.6,,28.5,,,,,,,,,,,,
Wet,Cabral,474,3/28/2022 22:33,22,3,28,22,33,45,4.6,24.5,2.2,66.7,0,2201,9,28.7,5,2,6.27,50,134,9.760427,7.922096,255,16,71,2.72,Sniff,21.56,,,,3.74,,28.5,,,,,,,,,,,,
Wet,Cabral,475,3/28/2022 22:38,22,3,28,22,38,52,4.6,23.1,3.9,71.2,0,2218,9,28.7,5,2,6.24,50,134,10.64774,8.173115,255,16,72,3.08,Sniff,23.54,,,,3.96,,28.5,,,,,,,,,,,,
Wet,Cabral,476,3/28/2022 22:43,22,3,28,22,43,41,4.6,19.5,2.5,75.6,2.5,2218,9,28.7,5,2,6.24,50,134,6.211181,7.098492,255,16,73,3.88,Sniff,14.52,,,,2.42,,28.5,,,,,,,,,,,,
Wet,Cabral,477,3/28/2022 22:48,22,3,28,22,48,48,4.6,25,0,72.9,0,2218,9,28.7,5,2,6.24,50,134,10.64774,8.173115,255,16,74,2.92,Sniff,23.32,,,,3.96,,28.6,,,,,,,,,,,,
Wet,Cabral,478,3/28/2022 22:53,22,3,28,22,53,38,4.6,29,0,65.8,2.6,2218,9,28.4,5,2,6.24,50,134,9.760427,7.922096,255,16,75,2.27,Sniff,20.46,,,,3.52,,28.6,,,,,,,,,,,,
Wet,Cabral,479,3/28/2022 22:58,22,3,28,22,58,50,4.6,22,0,70,0,2218,9,28.7,5,2,6.24,50,134,9.760427,7.922096,255,16,76,3.18,Sniff,21.56,,,,3.74,,28.6,,,,,,,,,,,,
Wet,Cabral,480,3/28/2022 23:03,22,3,28,23,3,36,4.6,25,5.6,66.7,0,2218,9,28.7,5,2,6.24,50,134,7.942637,7.346547,255,16,77,2.67,Sniff,17.6,,,,3.08,,28.4,,,,,,,,,,,,
Wet,Cabral,481,3/28/2022 23:08,22,3,28,23,8,44,4.6,27.3,0,68.2,2.3,2218,9,28.7,5,2,6.24,50,134,10.64774,8.173115,255,16,78,2.5,Sniff,22.44,,,,3.74,,28.5,,,,,,,,,,,,
Wet,Cabral,482,3/28/2022 23:13,22,3,28,23,13,29,4.6,24.2,0,75.9,0,2218,9,28.7,5,2,6.27,50,134,6.177606,6.75729,255,16,79,3.14,Sniff,13.64,,,,2.42,,28.5,,,,,,,,,,,,
Wet,Cabral,483,3/28/2022 23:18,22,3,28,23,18,34,4.6,29.4,0,67.7,3,2218,9,28.7,5,2,6.24,50,134,7.942637,7.618974,255,16,80,2.3,Sniff,18.48,,,,3.08,,28.5,,,,,,,,,,,,
Wet,Cabral,484,3/28/2022 23:23,22,3,28,23,23,27,4.6,29.6,0,59.3,3.7,2218,8,28.4,5,2,6.24,50,134,6.177606,7.060121,255,16,81,2,Sniff,14.52,,,,2.42,,28.5,,,,,,,,,,,,
Wet,Cabral,485,3/28/2022 23:28,22,3,28,23,28,21,4.6,28.6,4.8,66.7,0,2201,8,28.4,5,2,6.24,50,134,5.29509,6.434862,255,16,82,2.33,Sniff,11.66,,,,1.98,,28.5,,,,,,,,,,,,
Wet,Cabral,486,3/28/2022 23:33,22,3,28,23,33,28,4.6,17.9,7.2,67.9,0,2218,9,28.4,5,2,6.24,50,134,4.412577,6.088454,255,16,83,3.79,Sniff,9.68,,,,1.76,,28.4,,,,,,,,,,,,
Wet,Cabral,487,3/28/2022 23:38,22,3,28,23,38,30,4.6,30,0,60,3.3,2201,9,28.4,5,2,6.24,50,134,7.942637,7.346547,255,16,84,2,Sniff,16.5,,,,2.86,,28.5,,,,,,,,,,,,
Wet,Cabral,488,3/28/2022 23:43,22,3,28,23,43,27,4.6,33.3,0,63,0,2201,9,28.4,5,2,6.24,50,134,7.942637,7.346547,255,16,85,1.89,Sniff,17.6,,,,3.08,,28.4,,,,,,,,,,,,
Wet,Cabral,489,3/28/2022 23:48,22,3,28,23,48,24,4.6,20.8,0,75,0,2236,9,28.1,5,2,6.24,50,134,4.412577,6.088454,255,16,86,3.61,Sniff,9.68,,,,1.76,,28.4,,,,,,,,,,,,
Wet,Cabral,490,3/28/2022 23:53,22,3,28,23,53,27,4.6,18.5,11.1,55.6,11.1,2218,9,28.1,5,2,6.24,50,134,3.53006,6.434862,255,16,87,3.01,Sniff,6.38,,,,1.1,,28.4,,,,,,,,,,,,
Wet,Cabral,491,3/28/2022 23:59,22,3,28,23,59,28,4.6,28.6,7.2,57.2,3.6,2236,9,28.1,5,2,6.24,50,134,7.060121,7.060121,255,16,88,2,Sniff,14.52,,,,2.42,,28.4,,,,,,,,,,,,
Wet,Cabral,492,3/29/2022 0:04,22,3,29,0,4,16,4.6,37.5,0,56.3,0,2218,8,28.1,5,2,6.24,50,134,5.29509,6.434862,255,16,89,1.5,Sniff,11.66,,,,1.98,,28.4,,,,,,,,,,,,
Wet,Cabral,493,3/29/2022 0:09,22,3,29,0,9,17,4.6,11.8,5.9,70.6,5.9,2218,8,28.1,5,2,6.21,50,134,1.76503,4.822152,255,16,90,5.98,Sniff,2.86,,,,0.484,,28.4,,,,,,,,,,,,
Wet,Cabral,494,3/29/2022 0:14,22,3,29,0,14,20,4.6,30,5,60,0,2218,9,27.8,5,2,6.21,50,134,5.29509,6.434862,255,16,91,2,Sniff,11.66,,,,1.98,,28.3,,,,,,,,,,,,
Wet,Cabral,495,3/29/2022 0:19,22,3,29,0,19,14,4.6,28.6,0,71.4,0,2218,9,27.8,5,2,6.24,50,134,3.53006,5.711758,255,16,92,2.5,Sniff,7.92,,,,1.342,,28.3,,,,,,,,,,,,
Wet,Cabral,496,3/29/2022 0:24,22,3,29,0,24,15,4.6,20,0,66.7,0,2218,9,27.8,5,2,6.24,50,134,2.647545,5.29509,255,16,93,3.34,Sniff,5.94,,,,1.012,,28.3,,,,,,,,,,,,
Wet,Cabral,497,3/29/2022 0:29,22,3,29,0,29,16,4.6,25,6.3,62.5,0,2218,9,27.8,5,2,6.21,50,134,3.53006,5.711758,255,16,94,2.5,Sniff,7.7,,,,1.342,,28.3,,,,,,,,,,,,
Wet,Cabral,498,3/29/2022 0:34,22,3,29,0,34,15,4.6,33.3,0,60,0,2218,9,27.8,5,2,6.21,50,134,4.412577,6.088454,255,16,95,1.8,Sniff,9.68,,,,1.76,,28.3,,,,,,,,,,,,
Wet,Cabral,499,3/29/2022 0:39,22,3,29,0,39,18,4.6,44.5,0,44.5,11.1,2218,9,27.8,5,2,6.24,50,134,6.177606,7.346547,255,16,96,1,Sniff,13.42,,,,2.2,,28.2,,,,,,,,,,,,
Wet,Cabral,500,3/29/2022 0:44,22,3,29,0,44,13,4.6,7.7,7.7,69.2,7.7,2218,8,28.1,5,2,6.24,50,134,0.8825151,4.26116,255,16,97,8.99,Sniff,0.88,,,,0.154,,28.3,,,,,,,,,,,,
Wet,Cabral,501,3/29/2022 0:49,22,3,29,0,49,18,4.6,44.5,5.6,50,0,2236,9,27.8,5,2,6.21,50,134,7.060121,7.060121,255,16,98,1.12,Sniff,15.62,,,,2.64,,28.2,,,,,,,,,,,,
Wet,Cabral,502,3/29/2022 0:54,22,3,29,0,54,16,4.6,43.8,0,56.3,0,2218,9,27.8,5,2,6.24,50,134,6.177606,6.75729,255,16,99,1.29,Sniff,13.64,,,,2.42,,28.1,,,,,,,,,,,,
Wet,Cabral,503,3/29/2022 0:59,22,3,29,0,59,15,4.6,33.3,0,66.7,0,2218,8,27.8,5,2,6.24,50,134,4.412577,6.088454,255,17,1,2,Sniff,9.68,,,,1.76,,28.2,,,,,,,,,,,,
Wet,Cabral,504,3/29/2022 1:04,22,3,29,1,4,13,4.6,7.7,0,92.3,0,2218,9,27.8,5,2,6.24,50,134,0.8825151,4.26116,255,17,2,12,Sniff,1.98,,,,0.33,,28.2,,,,,,,,,,,,
Wet,Cabral,505,3/29/2022 1:09,22,3,29,1,9,14,4.6,50,0,42.9,0,2218,8,27.8,5,2,6.24,50,134,6.177606,6.75729,255,17,3,0.858,Sniff,13.64,,,,2.42,,28.2,,,,,,,,,,,,
Wet,Cabral,506,3/29/2022 1:14,22,3,29,1,14,17,4.6,29.4,0,70.6,0,2218,9,27.8,4,2,6.21,50,134,4.412577,6.088454,255,17,4,2.4,Sniff,9.68,,,,1.76,,28.3,,,,,,,,,,,,
Wet,Cabral,507,3/29/2022 1:19,22,3,29,1,19,13,4.6,30.8,0,69.2,0,2218,9,27.8,5,2,6.24,50,134,3.53006,5.711758,255,17,5,2.25,Sniff,7.92,,,,1.342,,28.1,,,,,,,,,,,,
Wet,Cabral,508,3/29/2022 1:24,22,3,29,1,24,12,4.6,16.7,0,83.3,0,2218,8,27.5,5,2,6.24,50,134,1.76503,4.822152,255,17,6,4.99,Sniff,3.96,,,,0.682,,28.1,,,,,,,,,,,,
Wet,Cabral,509,3/29/2022 1:29,22,3,29,1,29,23,4.6,30.4,0,60.9,4.4,2218,9,27.5,5,2,6.24,50,134,5.29509,6.75729,255,17,7,2,Sniff,12.54,,,,2.2,,28.1,,,,,,,,,,,,
Wet,Cabral,510,3/29/2022 1:34,22,3,29,1,34,14,4.6,28.6,7.2,57.2,7.2,2218,9,27.5,5,2,6.21,50,134,3.53006,5.711758,255,17,8,2,Sniff,6.82,,,,1.144,,28.1,,,,,,,,,,,,
Wet,Cabral,511,3/29/2022 1:39,22,3,29,1,39,15,4.6,33.3,6.7,60,0,2218,9,27.5,4,2,6.24,50,134,4.412577,6.088454,255,17,9,1.8,Sniff,9.68,,,,1.76,,28.1,,,,,,,,,,,,
Wet,Cabral,512,3/29/2022 1:44,22,3,29,1,44,6,4.6,0,0,83.3,16.7,2218,8,27.5,5,2,6.21,50,134,0,3.53006,255,17,10,N/A,Sniff,0,,,,0,,28.1,,,,,,,,,,,,
Wet,Cabral,513,3/29/2022 1:49,22,3,29,1,49,19,4.6,42.1,10.5,42.1,5.3,2218,8,27.5,4,2,6.21,50,134,7.060121,7.060121,255,17,11,1,Sniff,14.52,,,,2.42,,28.1,,,,,,,,,,,,
