Season,Site,Test #,Full Date,Year,Month,Day,Hour,Minute,Total Counts,Live Time [Minutes],% Counts (A),% Counts (B),% Counts (C),% Counts (D),High Voltage,HV Duty Cycle,Air Temperature [Celsius],Relative Humidity [%],Leakage Current,Battery Voltage,Pump Current [mA],Flags Byte,Radon [pCi/L],Radon 2-Sigma Uncert. [pCi/L],Units Byte,Run #,Cycle #,C/A Count Ratio,Mode,Calculated Radon [Dpm/L],Calculated Radon 2-Sigma Uncert. [Dpm/L],Calculated Thoron [Dpm/L],Calculated Thoron 2-Sigma Uncert. [Dpm/L],Radon In Water [Dpm/L],Thoron In Water [Dpm/L],Water Temperature [Celsius],Meaningful Thoron Threshold (Air) [Dpm/L],Meaningful Thoron Threshold (Water) [Dpm/L],Total Counts (A),Total Counts (B),Total Counts (C),Total Counts (D),Total Counts (Other),Avg. CPM (A),Avg. CPM (B),Avg. CPM (C),Avg. CPM (D),Avg. CPM (Other)
Wet,Cabral,611,3/29/2022 23:29,22,3,29,23,29,36,4.6,22.2,0,75,0,2218,8,26.8,6,2,6.33,50,134,7.022165,7.022165,255,21,44,3.38,Sniff,15.62,,,,2.64,,29.4,,,,,,,,,,,,
Wet,Cabral,612,3/29/2022 23:34,22,3,29,23,34,29,4.6,24.2,0,69,0,2236,8,26.8,6,2,6.3,50,134,6.144395,6.72096,255,21,45,2.85,Sniff,13.64,,,,2.2,,29,,,,,,,,,,,,
Wet,Cabral,613,3/29/2022 23:39,22,3,29,23,39,26,4.6,42.3,0,57.7,0,2218,9,26.8,6,2,6.33,50,134,9.655476,7.836913,255,21,46,1.36,Sniff,21.56,,,,3.52,,29,,,,,,,,,,,,
Wet,Cabral,614,3/29/2022 23:44,22,3,29,23,44,33,4.6,39.4,0,57.6,3,2218,8,26.8,6,2,6.3,50,134,11.41102,8.324173,255,21,47,1.46,Sniff,24.2,,,,4.18,,29,,,,,,,,,,,,
Wet,Cabral,615,3/29/2022 23:49,22,3,29,23,49,31,4.6,45.2,3.2,41.9,3.2,2218,9,26.8,6,2,6.33,50,134,12.28879,8.554721,255,21,48,0.927,Sniff,26.18,,,,4.4,,29,,,,,,,,,,,,
Wet,Cabral,616,3/29/2022 23:54,22,3,29,23,54,23,4.6,21.8,0,78.3,0,2218,8,26.8,6,2,6.3,50,134,4.388853,6.055721,255,21,49,3.59,Sniff,9.68,,,,1.54,,29,,,,,,,,,,,,
Wet,Cabral,617,3/29/2022 23:59,22,3,29,23,59,23,4.6,39.1,0,56.5,0,2218,9,26.8,6,2,6.3,50,134,7.899934,7.30705,255,21,50,1.45,Sniff,17.6,,,,2.86,,29,,,,,,,,,,,,
Wet,Cabral,618,3/30/2022 0:04,22,3,30,0,4,25,4.6,60,0,40,0,2218,9,26.5,6,2,6.3,50,134,13.16656,8.777706,255,21,51,0.667,Sniff,29.26,,,,4.84,,29,,,,,,,,,,,,
Wet,Cabral,619,3/30/2022 0:09,22,3,30,0,9,29,4.6,41.4,0,48.3,0,2218,9,26.5,6,2,6.3,50,134,10.53325,8.085235,255,21,52,1.17,Sniff,23.54,,,,3.96,,29,,,,,,,,,,,,
Wet,Cabral,620,3/30/2022 0:14,22,3,30,0,14,24,4.6,20.8,0,75,0,2218,8,26.5,6,2,6.3,50,134,4.388853,6.055721,255,21,53,3.61,Sniff,9.68,,,,1.76,,28.2,,,,,,,,,,,,
Wet,Cabral,621,3/30/2022 0:19,22,3,30,0,19,17,4.6,11.8,5.9,70.6,0,2236,9,26.5,6,2,6.3,50,134,1.746153,4.770578,255,21,54,5.98,Sniff,3.96,,,,0.682,,26.9,,,,,,,,,,,,
Wet,Cabral,622,3/30/2022 0:24,22,3,30,0,24,22,4.6,45.5,4.6,50,0,2218,8,26.5,6,2,6.3,50,134,8.730766,7.537488,255,21,55,1.1,Sniff,19.58,,,,3.52,,26.5,,,,,,,,,,,,
Wet,Cabral,623,3/30/2022 0:29,22,3,30,0,29,19,4.6,47.4,0,52.6,0,2236,9,26.5,6,2,6.3,50,134,7.857688,7.267975,255,21,56,1.11,Sniff,17.6,,,,3.08,,26.5,,,,,,,,,,,,
Wet,Cabral,624,3/30/2022 0:34,22,3,30,0,34,22,4.6,0,4.6,95.5,0,2236,9,26.5,6,2,6.3,50,134,0,3.511083,255,21,57,N/A,Sniff,0,,,,0,,26.5,,,,,,,,,,,,
Wet,Cabral,625,3/30/2022 0:39,22,3,30,0,39,22,4.6,40.9,4.6,54.6,0,2218,9,26.5,5,2,6.3,50,134,7.857688,7.267975,255,21,58,1.33,Sniff,17.6,,,,3.08,,26,,,,,,,,,,,,
Wet,Cabral,626,3/30/2022 0:44,22,3,30,0,44,19,4.6,5.3,0,94.7,0,2218,8,26.5,5,2,6.3,50,134,0.8730766,4.215587,255,21,59,17.9,Sniff,1.98,,,,0.352,,26,,,,,,,,,,,,
Wet,Cabral,627,3/30/2022 0:49,22,3,30,0,49,14,4.6,28.6,0,64.3,0,2218,9,26.5,5,2,6.27,50,134,3.492306,5.65067,255,21,60,2.25,Sniff,7.92,,,,1.32,,26,,,,,,,,,,,,
Wet,Cabral,628,3/30/2022 0:54,22,3,30,0,54,27,4.6,22.2,3.7,70.4,0,2218,9,26.5,5,2,6.3,50,134,5.266623,6.400266,255,21,61,3.17,Sniff,11.66,,,,2.2,,26,,,,,,,,,,,,
Wet,Cabral,629,3/30/2022 0:59,22,3,30,0,59,20,4.6,25,5,65,0,2218,9,26.5,6,2,6.3,50,134,4.365383,6.023338,255,21,62,2.6,Sniff,9.68,,,,1.76,,26.1,,,,,,,,,,,,
Wet,Cabral,630,3/30/2022 1:04,22,3,30,1,4,10,4.6,50,10,40,0,2218,9,26.5,5,2,6.3,50,134,4.365383,6.023338,255,21,63,0.8,Sniff,9.68,,,,1.76,,26,,,,,,,,,,,,
Wet,Cabral,631,3/30/2022 1:09,22,3,30,1,9,13,4.6,38.5,0,53.9,7.7,2236,9,26.5,5,2,6.3,50,134,3.492306,6.023338,255,21,64,1.4,Sniff,8.58,,,,1.54,,26,,,,,,,,,,,,
Wet,Cabral,632,3/30/2022 1:14,22,3,30,1,14,21,4.6,23.8,0,66.7,0,2218,9,26.5,5,2,6.3,50,134,4.365383,6.023338,255,21,65,2.8,Sniff,9.68,,,,1.76,,26,,,,,,,,,,,,
Wet,Cabral,633,3/30/2022 1:19,22,3,30,1,19,14,4.6,21.4,0,71.4,0,2218,9,26.2,5,2,6.27,50,134,2.61923,5.238459,255,21,66,3.34,Sniff,5.94,,,,1.056,,26,,,,,,,,,,,,
Wet,Cabral,634,3/30/2022 1:24,22,3,30,1,24,13,4.6,30.8,0,69.2,0,2218,9,26.2,5,2,6.3,50,134,3.492306,5.65067,255,21,67,2.25,Sniff,7.92,,,,1.32,,26,,,,,,,,,,,,
Wet,Cabral,635,3/30/2022 1:29,22,3,30,1,29,10,4.6,10,0,90,0,2218,9,26.2,5,2,6.27,50,134,0.8730766,4.215587,255,21,68,9,Sniff,1.98,,,,0.352,,25.9,,,,,,,,,,,,
Wet,Cabral,636,3/30/2022 1:34,22,3,30,1,34,17,4.6,35.3,0,64.7,0,2218,9,26.2,5,2,6.3,50,134,5.238459,6.36604,255,21,69,1.83,Sniff,11.66,,,,2.2,,25.8,,,,,,,,,,,,
Wet,Cabral,637,3/30/2022 1:39,22,3,30,1,39,11,4.6,36.4,27.3,36.4,0,2218,9,26.2,5,2,6.3,50,134,3.492306,5.65067,255,21,70,1,Sniff,7.92,,,,1.32,,25.6,,,,,,,,,,,,
Wet,Cabral,638,3/30/2022 1:44,22,3,30,1,44,9,4.6,33.3,0,66.7,0,2218,9,26.2,5,2,6.3,50,134,2.61923,5.238459,255,21,71,2,Sniff,5.94,,,,1.056,,26,,,,,,,,,,,,
Wet,Cabral,639,3/30/2022 1:49,22,3,30,1,49,11,4.6,18.2,0,72.7,0,2218,8,26.2,5,2,6.27,50,134,1.746153,4.770578,255,21,72,3.99,Sniff,3.96,,,,0.704,,25.8,,,,,,,,,,,,
Wet,Cabral,640,3/30/2022 1:54,22,3,30,1,54,7,4.6,28.6,14.3,57.2,0,2201,9,26.2,5,2,6.27,50,134,1.746153,4.770578,255,21,73,2,Sniff,3.96,,,,0.704,,26.1,,,,,,,,,,,,
Wet,Cabral,641,3/30/2022 1:59,22,3,30,1,59,7,4.6,57.2,14.3,28.6,0,2218,9,26.2,5,2,6.27,50,134,3.492306,5.65067,255,21,74,0.5,Sniff,7.92,,,,1.32,,26,,,,,,,,,,,,
Wet,Cabral,642,3/30/2022 2:04,22,3,30,2,4,9,4.6,33.3,0,66.7,0,2218,8,26.2,5,2,6.27,50,134,2.61923,5.238459,255,21,75,2,Sniff,5.94,,,,1.056,,26,,,,,,,,,,,,
Wet,Cabral,643,3/30/2022 2:09,22,3,30,2,9,10,4.6,40,10,30,0,2218,9,26.2,5,2,6.27,50,134,3.492306,5.65067,255,21,76,0.75,Sniff,7.7,,,,1.32,,26,,,,,,,,,,,,
Wet,Cabral,644,3/30/2022 2:14,22,3,30,2,14,5,4.6,60,0,40,0,2218,9,26.2,5,2,6.27,50,134,2.61923,5.238459,255,21,77,0.667,Sniff,5.94,,,,1.056,,25.8,,,,,,,,,,,,
Wet,Cabral,645,3/30/2022 2:19,22,3,30,2,19,7,4.6,57.2,0,42.9,0,2218,9,26.2,5,2,6.27,50,134,3.492306,5.65067,255,21,78,0.75,Sniff,7.92,,,,1.32,,25.9,,,,,,,,,,,,
Wet,Cabral,646,3/30/2022 2:24,22,3,30,2,24,12,4.6,41.7,0,50,0,2201,9,26.2,5,2,6.27,50,134,4.365383,6.023338,255,21,79,1.2,Sniff,9.68,,,,1.76,,25.8,,,,,,,,,,,,
Wet,Cabral,647,3/30/2022 2:29,22,3,30,2,29,5,4.6,20,0,80,0,2236,9,26.2,5,2,6.27,50,134,0.8730766,4.215587,255,21,80,4,Sniff,1.98,,,,0.352,,25.8,,,,,,,,,,,,
Wet,Cabral,648,3/30/2022 2:34,22,3,30,2,34,6,4.6,50,16.7,33.3,0,2218,9,26.2,5,2,6.27,50,134,2.61923,5.238459,255,21,81,0.666,Sniff,5.94,,,,1.078,,25.5,,,,,,,,,,,,
Wet,Cabral,649,3/30/2022 2:39,22,3,30,2,39,8,4.6,12.5,0,87.5,0,2218,8,26.2,5,2,6.27,50,134,0.8730766,4.215587,255,21,82,7,Sniff,1.98,,,,0.352,,25.5,,,,,,,,,,,,
Wet,Cabral,650,3/30/2022 2:44,22,3,30,2,44,3,4.6,66.7,0,0,33.3,2218,9,25.9,5,2,6.27,50,134,1.746153,4.770578,255,21,83,0,Sniff,2.86,,,,0.506,,25.6,,,,,,,,,,,,
Wet,Cabral,651,3/30/2022 2:49,22,3,30,2,49,8,4.6,50,0,50,0,2218,9,25.9,5,2,6.27,50,134,3.492306,5.65067,255,21,84,1,Sniff,7.7,,,,1.54,,25.5,,,,,,,,,,,,
Wet,Cabral,652,3/30/2022 2:54,22,3,30,2,54,8,4.6,37.5,0,62.5,0,2201,9,25.9,5,1,6.27,50,134,2.61923,5.238459,255,21,85,1.67,Sniff,5.94,,,,1.078,,25.6,,,,,,,,,,,,
Wet,Cabral,653,3/30/2022 2:59,22,3,30,2,59,6,4.6,16.7,16.7,66.7,0,2218,9,25.9,5,2,6.27,50,134,0.8730766,4.215587,255,21,86,3.99,Sniff,1.98,,,,0.352,,25.7,,,,,,,,,,,,
Wet,Cabral,654,3/30/2022 3:04,22,3,30,3,4,11,4.6,45.5,18.2,27.3,0,2236,9,25.9,5,2,6.27,50,134,4.365383,6.023338,255,21,87,0.6,Sniff,9.68,,,,1.76,,25.6,,,,,,,,,,,,
Wet,Cabral,655,3/30/2022 3:09,22,3,30,3,9,9,4.6,22.2,22.2,55.6,0,2218,8,25.9,5,2,6.27,50,134,1.746153,4.770578,255,21,88,2.5,Sniff,3.96,,,,0.704,,25.5,,,,,,,,,,,,
Wet,Cabral,656,3/30/2022 3:14,22,3,30,3,14,4,4.6,75,0,25,0,2218,9,25.9,5,2,6.27,50,134,2.61923,5.238459,255,21,89,0.333,Sniff,5.94,,,,1.078,,25.5,,,,,,,,,,,,
Wet,Cabral,657,3/30/2022 3:19,22,3,30,3,19,9,4.6,66.7,0,33.3,0,2218,8,25.9,5,2,6.24,50,134,5.238459,6.36604,255,21,90,0.499,Sniff,11.66,,,,2.2,,25.6,,,,,,,,,,,,
Wet,Cabral,658,3/30/2022 3:24,22,3,30,3,24,8,4.6,37.5,12.5,50,0,2218,9,25.9,5,2,6.27,50,134,2.61923,5.238459,255,21,91,1.33,Sniff,5.94,,,,1.056,,25.9,,,,,,,,,,,,
Wet,Cabral,659,3/30/2022 3:30,22,3,30,3,30,5,4.6,40,20,20,20,2201,9,25.9,5,2,6.27,50,134,1.746153,4.770578,255,21,92,0.5,Sniff,2.86,,,,0.506,,25.6,,,,,,,,,,,,
Wet,Cabral,660,3/30/2022 3:35,22,3,30,3,35,5,4.6,20,0,80,0,2236,9,25.9,5,2,6.27,50,134,0.8730766,4.215587,255,21,93,4,Sniff,1.98,,,,0.352,,25.8,,,,,,,,,,,,
Wet,Cabral,661,3/30/2022 3:40,22,3,30,3,40,10,4.6,50,0,50,0,2218,9,25.9,5,2,6.27,50,134,4.365383,6.023338,255,21,94,1,Sniff,9.68,,,,1.76,,25.8,,,,,,,,,,,,
Wet,Cabral,662,3/30/2022 3:45,22,3,30,3,45,8,4.6,37.5,0,50,0,2218,8,25.9,5,2,6.24,50,134,2.61923,5.238459,255,21,95,1.33,Sniff,5.94,,,,1.056,,25.9,,,,,,,,,,,,
Wet,Cabral,663,3/30/2022 3:50,22,3,30,3,50,6,4.6,33.3,16.7,50,0,2218,8,25.9,5,2,6.27,50,134,1.746153,4.770578,255,21,96,1.5,Sniff,3.96,,,,0.704,,25.8,,,,,,,,,,,,
Wet,Cabral,664,3/30/2022 3:55,22,3,30,3,55,4,4.6,25,0,75,0,2218,8,25.9,5,2,6.24,50,134,0.8730766,4.215587,255,21,97,3,Sniff,1.98,,,,0.352,,25.8,,,,,,,,,,,,
Wet,Cabral,665,3/30/2022 4:00,22,3,30,4,0,6,4.6,50,16.7,33.3,0,2218,8,25.9,5,1,6.27,50,134,2.61923,5.238459,255,21,98,0.666,Sniff,5.94,,,,1.056,,26.1,,,,,,,,,,,,
Wet,Cabral,666,3/30/2022 4:05,22,3,30,4,5,1,4.6,100,0,0,0,2218,8,25.9,5,1,6.24,50,134,0.8730766,4.215587,255,21,99,0,Sniff,1.98,,,,0.33,,28.3,,,,,,,,,,,,
Wet,Cabral,667,3/30/2022 4:10,22,3,30,4,10,13,4.6,61.6,0,30.8,0,2218,8,25.9,5,2,6.24,50,134,6.984613,6.984613,255,22,1,0.5,Sniff,15.62,,,,2.64,,28,,,,,,,,,,,,
Wet,Cabral,668,3/30/2022 4:15,22,3,30,4,15,4,4.6,75,0,25,0,2218,9,25.9,5,1,6.24,50,134,2.61923,5.238459,255,22,2,0.333,Sniff,5.94,,,,1.012,,28.3,,,,,,,,,,,,
Wet,Cabral,669,3/30/2022 4:20,22,3,30,4,20,7,4.6,57.2,0,42.9,0,2218,8,25.9,5,1,6.24,50,134,3.492306,5.65067,255,22,3,0.75,Sniff,7.92,,,,1.32,,28.5,,,,,,,,,,,,
Wet,Cabral,670,3/30/2022 4:25,22,3,30,4,25,9,4.6,66.7,0,33.3,0,2201,9,26.2,5,1,6.24,50,134,5.238459,6.36604,255,22,4,0.499,Sniff,11.66,,,,1.98,,28,,,,,,,,,,,,
Wet,Cabral,671,3/30/2022 4:30,22,3,30,4,30,4,4.6,0,0,100,0,2218,9,25.9,5,2,6.24,50,134,0,3.492306,255,22,5,N/A,Sniff,0,,,,0,,28,,,,,,,,,,,,
Wet,Cabral,672,3/30/2022 4:35,22,3,30,4,35,7,4.6,14.3,0,85.7,0,2218,8,26.2,5,2,6.24,50,134,0.8730766,4.215587,255,22,6,5.99,Sniff,1.98,,,,0.33,,28.2,,,,,,,,,,,,
Wet,Cabral,673,3/30/2022 4:40,22,3,30,4,40,6,4.6,33.3,0,66.7,0,2218,9,26.2,5,2,6.24,50,134,1.746153,4.770578,255,22,7,2,Sniff,3.96,,,,0.66,,28.1,,,,,,,,,,,,
Wet,Cabral,674,3/30/2022 4:45,22,3,30,4,45,11,4.6,63.6,9.1,18.2,0,2218,9,26.2,5,1,6.24,50,134,6.111536,6.68502,255,22,8,0.286,Sniff,13.64,,,,2.42,,28,,,,,,,,,,,,
Wet,Cabral,675,3/30/2022 4:50,22,3,30,4,50,13,4.6,69.2,7.7,0,15.4,2218,9,26.2,5,1,6.27,50,134,6.984613,7.267975,255,22,9,0,Sniff,15.4,,,,2.64,,28,,,,,,,,,,,,
Wet,Cabral,676,3/30/2022 4:55,22,3,30,4,55,11,4.6,90.9,0,9.1,0,2218,8,26.2,5,2,6.24,50,134,8.730766,7.537488,255,22,10,0.1,Sniff,19.58,,,,3.3,,28,,,,,,,,,,,,
Wet,Cabral,677,3/30/2022 5:00,22,3,30,5,0,11,4.6,72.7,0,27.3,0,2218,9,26.2,5,1,6.24,50,134,6.984613,6.984613,255,22,11,0.376,Sniff,15.62,,,,2.64,,28,,,,,,,,,,,,
Wet,Cabral,678,3/30/2022 5:05,22,3,30,5,5,15,4.6,66.7,0,33.3,0,2218,8,26.2,5,2,6.24,50,134,8.730766,7.537488,255,22,12,0.499,Sniff,19.58,,,,3.3,,28,,,,,,,,,,,,
Wet,Cabral,679,3/30/2022 5:10,22,3,30,5,10,6,4.6,50,0,50,0,2218,9,26.2,5,1,6.24,50,134,2.61923,5.238459,255,22,13,1,Sniff,5.94,,,,1.012,,28,,,,,,,,,,,,
Wet,Cabral,680,3/30/2022 5:15,22,3,30,5,15,14,4.6,64.3,7.2,21.4,0,2218,9,26.2,5,1,6.24,50,134,7.857688,7.267975,255,22,14,0.333,Sniff,17.6,,,,3.08,,28,,,,,,,,,,,,
Wet,Cabral,681,3/30/2022 5:20,22,3,30,5,20,15,4.6,53.3,0,40,6.7,2236,9,25.9,5,1,6.21,50,134,6.984613,6.984613,255,22,15,0.75,Sniff,14.52,,,,2.42,,28,,,,,,,,,,,,
Wet,Cabral,682,3/30/2022 5:25,22,3,30,5,25,21,4.6,38.1,4.8,52.4,4.8,2218,9,26.2,5,1,6.24,50,134,6.984613,6.984613,255,22,16,1.38,Sniff,14.52,,,,2.42,,28,,,,,,,,,,,,
Wet,Cabral,683,3/30/2022 5:30,22,3,30,5,30,18,4.6,50,0,50,0,2218,9,25.9,5,2,6.24,50,134,7.857688,7.267975,255,22,17,1,Sniff,17.6,,,,3.08,,28,,,,,,,,,,,,
Wet,Cabral,684,3/30/2022 5:35,22,3,30,5,35,9,4.6,55.6,0,44.5,0,2218,8,25.9,5,1,6.24,50,134,4.365383,6.023338,255,22,18,0.8,Sniff,9.68,,,,1.76,,28,,,,,,,,,,,,
Wet,Cabral,685,3/30/2022 5:40,22,3,30,5,40,9,4.6,33.3,0,55.6,11.1,2236,9,25.9,5,2,6.24,50,134,1.746153,5.238459,255,22,19,1.67,Sniff,4.84,,,,0.814,,28,,,,,,,,,,,,
Wet,Cabral,686,3/30/2022 5:45,22,3,30,5,45,17,4.6,35.3,0,64.7,0,2218,8,25.9,5,1,6.24,50,134,5.238459,6.36604,255,22,20,1.83,Sniff,11.66,,,,1.98,,28,,,,,,,,,,,,
Wet,Cabral,687,3/30/2022 5:50,22,3,30,5,50,14,4.6,42.9,0,57.2,0,2218,9,25.9,5,1,6.21,50,134,5.238459,6.36604,255,22,21,1.33,Sniff,11.66,,,,1.98,,28,,,,,,,,,,,,
Wet,Cabral,688,3/30/2022 5:55,22,3,30,5,55,9,4.6,22.2,0,55.6,11.1,2201,9,25.9,5,1,6.21,50,134,1.746153,4.770578,255,22,22,2.5,Sniff,2.86,,,,0.484,,27.8,,,,,,,,,,,,
Wet,Cabral,689,3/30/2022 6:00,22,3,30,6,0,12,4.6,50,0,50,0,2218,9,25.9,5,2,6.24,50,134,5.238459,6.36604,255,22,23,1,Sniff,11.66,,,,1.98,,28,,,,,,,,,,,,
Wet,Cabral,690,3/30/2022 6:05,22,3,30,6,5,17,4.6,58.8,5.9,35.3,0,2218,9,25.9,5,1,6.24,50,134,8.730766,7.537488,255,22,24,0.6,Sniff,19.58,,,,3.3,,28,,,,,,,,,,,,
Wet,Cabral,691,3/30/2022 6:10,22,3,30,6,10,10,4.6,30,0,50,0,2218,8,25.9,5,1,6.21,50,134,2.61923,5.238459,255,22,25,1.67,Sniff,5.94,,,,1.012,,27.9,,,,,,,,,,,,
Wet,Cabral,692,3/30/2022 6:15,22,3,30,6,15,15,4.6,40,0,53.3,6.7,2218,8,25.9,5,1,6.21,50,134,5.238459,6.36604,255,22,26,1.33,Sniff,10.56,,,,1.76,,28,,,,,,,,,,,,
Wet,Cabral,693,3/30/2022 6:20,22,3,30,6,20,15,4.6,33.3,0,66.7,0,2218,8,25.9,5,1,6.21,50,134,4.365383,6.023338,255,22,27,2,Sniff,9.68,,,,1.76,,28,,,,,,,,,,,,
Wet,Cabral,694,3/30/2022 6:25,22,3,30,6,25,22,4.6,31.8,13.6,45.5,0,2218,8,25.9,5,1,6.21,50,134,6.111536,6.68502,255,22,28,1.43,Sniff,13.64,,,,2.42,,28,,,,,,,,,,,,
Wet,Cabral,695,3/30/2022 6:30,22,3,30,6,30,13,4.6,46.2,7.7,46.2,0,2218,8,25.9,5,2,6.21,50,134,5.238459,6.36604,255,22,29,1,Sniff,11.66,,,,1.98,,28,,,,,,,,,,,,
Wet,Cabral,696,3/30/2022 6:35,22,3,30,6,35,15,4.6,66.7,0,33.3,0,2218,9,25.9,5,2,6.21,50,134,8.730766,7.537488,255,22,30,0.499,Sniff,19.58,,,,3.3,,28,,,,,,,,,,,,
Wet,Cabral,697,3/30/2022 6:40,22,3,30,6,40,19,4.6,42.1,5.3,52.6,0,2218,8,25.9,5,1,6.21,50,134,6.984613,6.984613,255,22,31,1.25,Sniff,15.62,,,,2.64,,28,,,,,,,,,,,,
Wet,Cabral,698,3/30/2022 6:45,22,3,30,6,45,15,4.6,20,0,73.3,0,2218,8,25.9,5,1,6.21,50,134,2.61923,5.238459,255,22,32,3.67,Sniff,5.94,,,,1.012,,28,,,,,,,,,,,,
Wet,Cabral,699,3/30/2022 6:50,22,3,30,6,50,12,4.6,66.7,0,33.3,0,2218,8,25.9,5,1,6.21,50,134,6.984613,6.984613,255,22,33,0.499,Sniff,15.62,,,,2.64,,28,,,,,,,,,,,,
Wet,Cabral,700,3/30/2022 6:55,22,3,30,6,55,9,4.6,33.3,0,66.7,0,2218,9,25.9,5,1,6.21,50,134,2.61923,5.238459,255,22,34,2,Sniff,5.94,,,,1.012,,28,,,,,,,,,,,,
Wet,Cabral,701,3/30/2022 7:00,22,3,30,7,0,14,4.6,28.6,0,57.2,0,2218,9,26.2,5,1,6.21,50,134,3.492306,5.65067,255,22,35,2,Sniff,7.92,,,,1.342,,27.9,,,,,,,,,,,,
Wet,Cabral,702,3/30/2022 7:05,22,3,30,7,5,14,4.6,42.9,0,57.2,0,2218,9,25.9,5,1,6.18,50,134,5.238459,6.36604,255,22,36,1.33,Sniff,11.66,,,,1.98,,28,,,,,,,,,,,,
Wet,Cabral,703,3/30/2022 7:10,22,3,30,7,10,10,4.6,60,0,40,0,2236,9,26.2,5,1,6.21,50,134,5.238459,6.36604,255,22,37,0.667,Sniff,11.66,,,,1.98,,28,,,,,,,,,,,,
